"id","language_code","average_rating","description","num_pages","publication_day","publication_month","publication_year","isbn13","url","image_url","ratings_count","title","title_without_series","price","availability","dimensions","discount_percentage","item_weight","format_id","publisher_id","author_name","book_id","genre_id"
"469297","eng","4","Beloved #1 New York Times bestselling author Colleen Hoover returns with an unforgettable love story between a writer and his unexpected muse.\nFallon meets Ben, an aspiring novelist, the day before her scheduled cross-country move. Their untimely attraction leads them to spend Fallon's last day in L.A. together, and her eventful life becomes the creative inspiration Ben has always sought for his novel. Over time and amidst the various relationships and tribulations of their own separate lives, they continue to meet on the same date every year. Until one day Fallon becomes unsure if Ben has been telling her the truth or fabricating a perfect reality for the sake of the ultimate plot twist.","384","4","10","2016","9781501151712","https://www.goodreads.com/book/show/29868598-november-9","https://images.gr-assets.com/books/1475458975i/29868598.jpg","41","November 9: Crave Illustrated Edition","November 9: Crave Illustrated Edition","85.98","1373","6.22 x 11.94 x 1.1 inches","0.48","2.61","1","1","Colleen Hoover","21","31"
"469301","eng","3","Swashbuckling counter Spy Alex Hawke returns inNew York Timesbestselling author Ted Bell's most explosive tale of international suspense to date. There dwells, somewhere in Russia, a man so powerful no one even knows his name. His existence is only speculated upon, only whispered about in American corridors of power and CIA strategy meetings. Though he is all but invisible, he is pulling strings and pulling them hard. For suddenly, Russia is a far, far more ominous threat than even the most hardened cold warriors ever thought possible. The Russians have their finger on the switch to the European economy and an eye on the American jugular. And, most importantly, they want to be made whole again. Should America interfere with Russia's plans to ""reintegrate"" her rogue states, well then, America will pay in blood. \nIn Ted Bell's latest pulse-pounding and action-packed tour de force, Alex Hawke must face a global nightmare of epic proportions. As this political crisis plays out, Russia gains a new leader. Not just a president, but a new tsar, a signal to the world that the old, imperial Russia is back and plans to have her day. And in America, a mysterious killer, known only as Happy the Baker, brutally murders an innocent family and literally flattens the small Midwestern town they once called home. Just a taste, according to the new tsar, of what will happen if America does not back down. Onto this stage must step Alex Hawke, espionage agent extraordinaire and the only man, both Americans and the Brits agree, who can stop the absolute madness borne and bred inside the modern police state of Vladimir Putin's 'New Russia'.","501","23","9","2008","9781416550402","https://www.goodreads.com/book/show/2957183-tsar","https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","3181","Tsar (Alexander Hawke, #5)","Tsar (Alexander Hawke, #5)","25.5","1549","7.45 x 7.1 x 0.75 inches","0.81","2.77","1","1","Ted Bell","22","43"
"469310","en-US","4","Meet the ladies: a flock of smart, affectionate, highly individualistic chickens who visit their favorite neighbors, devise different ways to hide from foxes, and mob the author like she's a rock star. In these pages you'll also meet Maya and Zuni, two orphaned baby hummingbirds who hatched from eggs the size of navy beans, and who are little more than air bubbles fringed with feathers. Their lives hang precariously in the balance--but with human help, they may one day conquer the sky.\nSnowball is a cockatoo whose dance video went viral on YouTube and who's now teaching schoolchildren how to dance. You'll meet Harris's hawks named Fire and Smoke. And you'll come to know and love a host of other avian characters who will change your mind forever about who birds really are.\nEach of these birds shows a different and utterly surprising aspect of what makes a bird a bird--and these are the lessons of Birdology: that birds are far stranger, more wondrous, and at the same time more like us than we might have dared to imagine. In Birdology, beloved author of The Good Good Pig Sy Montgomery explores the essence of the otherworldly creatures we see every day. By way of her adventures with seven birds--wild, tame, exotic, and common--she weaves new scientific insights and narrative to reveal seven kernels of bird wisdom.\nThe first lesson of Birdology is that, no matter how common they are, Birds Are Individuals, as each of Montgomery's distinctive Ladies clearly shows. In the leech-infested rain forest of Queensland, you'll come face to face with a cassowary--a 150-pound, man-tall, flightless bird with a helmet of bone on its head and a slashing razor-like toenail with which it (occasionally) eviscerates people--proof that Birds Are Dinosaurs. You'll learn from hawks that Birds Are Fierce; from pigeons, how Birds Find Their Way Home; from parrots, what it means that Birds Can Talk; and from 50,000 crows who moved into a small city's downtown, that Birds Are Everywhere. They are the winged aliens who surround us.\nBirdology explains just how very ""other"" birds are: Their hearts look like those of crocodiles. They are covered with modified scales, which are called feathers. Their bones are hollow. Their bodies are permeated with extensive air sacs. They have no hands. They give birth to eggs. Yet despite birds' and humans' disparate evolutionary paths, we share emotional and intellectual abilities that allow us to communicate and even form deep bonds. When we begin to comprehend who birds really are, we deepen our capacity to approach, understand, and love these otherworldly creatures. And this, ultimately, is the priceless lesson of Birdology: it communicates a heartfelt fascination and awe for birds and restores our connection to these complex, mysterious fellow creatures.","260","6","4","2010","9781416569848","https://www.goodreads.com/book/show/7059341-birdology","https://images.gr-assets.com/books/1269473463i/7059341.jpg","769","Birdology: Adventures with a Pack of Hens, a Peck of Pigeons, Cantankerous Crows, Fierce Falcons, Hip Hop Parrots, Baby Hummingbirds, and One Murderously Big Living Dinosaur","Birdology: Adventures with a Pack of Hens, a Peck of Pigeons, Cantankerous Crows, Fierce Falcons, Hip Hop Parrots, Baby Hummingbirds, and One Murderously Big Living Dinosaur","99.56","584","5.33 x 8.84 x 0.88 inches","0.87","1.72","1","1","Sy Montgomery","23","14"
"469324","en-US","4","Gordon Parks, acclaimed photographer, filmmaker, composer, and author of fiction and nonfiction, has participated in, been witness to, and documented many of the major events in the twentieth and the twenty-first centuries.Born in Fort Scott, Kansas, on November 30, 1912, he left home at age fifteen when his mother passed away. For the next twelve years, he lived in Minneapolis, Minnesota, working as a piano player, bus boy, Civilian Conservation Corpsman, and professional basketball player before taking up photography in the late 1930s and moving to Chicago. He was awarded the first Julius Rosenwald Fellowship in photography in 1942 and chose to work with Roy Stryker at the Farm Security Administration (FSA) in Washington, D.C. During World War II, he was an Office of War Information (OWI) correspondent.\nHe photographed fashion for ""Vogue"" and ""Glamour"" before joining the staff of ""Life"" in 1949 and remained a photojournalist for the magazine until 1969. He also became famous in the late 1960s for his stories on Black revolutionaries, later incorporated into his book ""Born Black."" He was a founder and editorial director of ""Essence"" magazine from 1970 to 1973.\nHis film career began in 1961 when he wrote and directed a documentary, ""Flavio."" He received an Emmy Award for another documentary, ""Diary of a Harlem Family,"" in 1968. He produced and directed Hollywood films including ""The Learning Tree, Shaft, Shaft's Big Score, The Super Cops,"" and ""Leadbelly.""\nHe is first and foremost a celebrated photojournalist and fine art photographer whose work, collected and exhibited worldwide, is emblematic of American culture. In ""A Hungry Heart,"" he reaches into the corridors of hismemory and recounts the people and events that shaped him: from growing up poor on the Kansas prairie to withstanding the unbearably cold winters of Minnesota to living on the edge of starvation in Harlem during the Depression. He more than survived the challenges and crises of his life; he thrived and has become one of the most celebrated and diversely talented figures in American culture.","346","1","11","2005","9780743269025","https://www.goodreads.com/book/show/1046183.A_Hungry_Heart","https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","9","A Hungry Heart: A Memoir","A Hungry Heart: A Memoir","40.57","505","5.43 x 11.73 x 1.49 inches","0.71","1.21","1","1","Gordon Parks","24","5"
"469330","en-GB","4","Buddy Valastro, the star of TLC's smash hit Cake Bossshares everything a home cook needs to know about baking as he takes readers through the same progressive training he had in his own apprenticeship.\nCall it the Buddy system, because Baking with the Cake Boss is an education in the art of baking and decorating, from kneading to rolling, fondant to flowers, taught by Buddy Valastro himself, the star of TLC's smash hit Cake Boss. With more than 100 of his most sought-after recipes, including birthday and holiday cakes and other special theme designs, this book is a master course that culminates in the showstopping cakes for which Carlo's Bake Shop is famous.\nFollowing the arc of Buddy's career from apprentice to master baker, Baking with the Cake Boss offers readers the same on-the-job education earned by everyone who comes to work at Carlo's Bake Shop, with some of Buddy's and the family's memories shared along the way. It builds organically from simple cookies and pastries to pies, flower-adorned cupcakes, and basic fondant cakes, to breathtaking cakes for every holiday and special occasion. And, as you progress from basics to bedazzlements--like the safari cake complete with chocolate animals and a waterfall--Buddy shares his inspiring enthusiasm and stories from the shop in his inimitable voice. He also provides the tools for creating your own personal trademark cakes, with a chart that lets you mix and match cake, frosting, and liqueur syrup for cakes the way you like them. And there are plenty of photos that illustrate artistic flourishes and decorations you can use to adorn your individual creations. With 650 gorgeous, step-by-step instructional photos that let you follow Buddy as if you were next to him in the bakery, Baking with the Cake Boss is an incomparable dessert education that will become an essential reference for aspiring and skilled bakers alike.\nBursting with delicious, tried-and-true recipes, how-to boxes and sidebars, and numerous tricks of the trade, Baking with the Cake Boss is a rare treat--a fun, accessible guide to baking, all in a gloriously designed, fully illustrated package worthy of the Cake Boss's artistic vision.","337","1","11","2011","9781439183526","https://www.goodreads.com/book/show/11510123-baking-with-the-cake-boss","https://images.gr-assets.com/books/1318622875i/11510123.jpg","297","Baking with the Cake Boss: 100 of Buddy's Best Recipes and Decorating Secrets","Baking with the Cake Boss: 100 of Buddy's Best Recipes and Decorating Secrets","19.08","185","6.24 x 12.68 x 2.45 inches","0.63","1.34","1","1","Buddy Valastro","25","41"
"469340","eng","3","N/A","368","7","2","2012","9781439190760","https://www.goodreads.com/book/show/12082097-flourish","https://images.gr-assets.com/books/1360594684i/12082097.jpg","155","Flourish: A Visionary New Understanding of Happiness and Well-being","Flourish: A Visionary New Understanding of Happiness and Well-being","19.01","1093","7.91 x 14.26 x 1.59 inches","0.31","1.45","2","1","Martin E.P. Seligman","26","29"
"469344","eng","4","Elliot Champ, a charming but solitary bachelor who has sworn off romance, is closer than ever to realizing his childhood dream of moving to Miami--until a chance letter lands on his desk, and changes everything.\nThe letter takes him to Echo Glen, a secluded retreat outside of Seattle, where he meets David Hadley, an elderly man who needs Elliot's help fulfilling a promise to his wife, June. But along the way, it is Elliot whose life will be changed, as he's introduced to a cast of colorful characters who conspire to draw him ever deeper into a whimsical world, where falling in love is all about letting go.\nFrom the green mountains of the great Pacific Northwest to the scarlet poppy fields of northern Spain, this unique and heart-wrenching love story will take you on an emotional journey to that ever-elusive place called true love. Another must-read romance from Ryan Winfield that is guaranteed to draw tears, put a smile on your face, and have you, too, falling for June.","336","30","6","2015","9781476771274","https://www.goodreads.com/book/show/21412234-falling-for-june","https://images.gr-assets.com/books/1423862090i/21412234.jpg","75","Falling for June","Falling for June","15.51","322","8.05 x 7.37 x 2.02 inches","0.27","0.68","2","1","Ryan Winfield","27","41"
"469346","eng","3","#1 New York Times bestselling author Abbi Glines returns to Rosemary Beach one last time in this highly-anticipated finale.\nSpoiled. Selfish. Rich girl. Villain. Slut.\nAs the Prada-clad bad girl of Rosemary Beach, Nan Dillon has been called every vile name under the hot summer sun. Some of her reputation is deserved--she's never had to worry about anything but maintaining her perfect figure and splitting Daddy's private jet with her brother, Rush.\nBut Nan is far from happy. Rush has another kid on the way and doesn't have time to catch up with his sister. Grant, the last guy she truly cared about, chose to be with her half-sister, Harlow, instead of her. And Harlow, who has never gotten over the way Nan treated her when she first moved to town, remains distant.\nSo when Major asks her out, she jumps at the chance to date the gorgeous charmer. Though she doesn't know much about the sweet-talking Texan, and though it's clear he doesn't want to be exclusive, dating him beats hanging out with vapid socialites or watching Netflix alone at home.\nFor a while, Nan deals with Major's playboy ways, but after he burns her one too many times, she takes off for an impromptu wild weekend in Vegas. There, she meets Gannon, a darkly seductive and oh-so-dangerous businessman who knows exactly how to handle her.\nWith Major asking for a second chance and Gannon haunting her dreams, Nan has to decide who to give her heart to. But what she doesn't realize is that these players are involved in a much bigger game--and they're already two moves ahead of her.","248","28","6","2016","9781501115394","https://www.goodreads.com/book/show/25814224-up-in-flames","https://images.gr-assets.com/books/1466946560i/25814224.jpg","261","Up in Flames (Rosemary Beach, #13)","Up in Flames (Rosemary Beach, #13)","50.53","742","6.9 x 10.64 x 0.94 inches","0.91","1.22","2","1","Abbi Glines","28","11"
"469357","eng","4","From the internationally bestselling author of Blood Men and Collecting Cooper comes an unforgettable new thriller featuring private detective Theodore Tate.\nTheodore Tate never forgot his first crime scene - ten year-old Jessica Cole found dead in 'the Laughterhouse,' an old abandoned slaughterhouse with the 'S' painted over. The killer was found and arrested. Justice was served. Or was it?\nFifteen years later, a new killer arrives in Christchurch, and he has a list of people who were involved in Jessica's murder case, one of whom is the unfortunate Dr. Stanton, a man with three young girls.\nIf Tate is going to help them, he has to find the connection between the killer, the Laughterhouse, and the city's suddenly growing murder rate. And he needs to figure it out fast, because Stanton and his daughters have been kidnapped, and the doctor is being forced to make an impossible decision: which one of his daughters is to die first.","423","21","8","2012","9781451677959","https://www.goodreads.com/book/show/13260312-the-laughterhouse","https://images.gr-assets.com/books/1337122954i/13260312.jpg","409","The Laughterhouse (Theodore Tate, #3)","The Laughterhouse (Theodore Tate, #3)","62.73","201","5.73 x 8.21 x 0.58 inches","0.54","2.46","2","1","Paul Cleave","29","24"
"469371","eng","3","Set in the Catskills on the eve of the Revolutionary War, Seven Locksis a spare, haunting, and beautifully written debut for readers who loved The Story of Edgar Sawtelle.\nIn the years before the American Revolution, a woman's husband mysteriously disappears without a trace, abandoning her and her children on their farm at the foot of the Catskill Mountains. At first many believe that the farm wife, who has the reputation of being a scold, has driven her husband away. But as the strange circumstances of his disappearance circulate, a darker story begins to unfold, sending the lost man's wife on a desperate journey to find the means and self-reliance to ensure her family's survival.\nInspired by a famous American folktale, Seven Locksis an ambitious and poignant exploration of family love, secrets, and misunderstandings, and of the inner and outer lives of the American frontier at the end of the eigtheenth century.\nIn this lyrical and complex book, which opens with a mystery and ends with a literary twist, Wade creates a rich, imaginative and tactile evocation of life and times in the historical Hudson River Valley, where the lines between myth and reality fade in the wilderness beyond the small towns, while an American nation struggles to emerge.","352","1","1","2013","9781451674705","https://www.goodreads.com/book/show/13547514-seven-locks","https://images.gr-assets.com/books/1342809261i/13547514.jpg","215","Seven Locks","Seven Locks","88.68","765","5.5 x 14.04 x 2.84 inches","0.22","1.2","2","1","Christine Wade","30","35"
"469375","eng","4","From #1 New York Timesbestselling author Abbi Glines comes the story of Grant, the sexy playboy who first captured readers hearts in Fallen Too Far.\nWhen Harlow Manning's rocker father goes on tour, he sends her to Rosemary Beach, Florida, to live with her half-sister, Nan. The problem: Nan despises her. Harlow has to keep her head down if she wants to get through the next nine months, which seems easy enough. Until gorgeous Grant Carter walks out of Nan's room in nothing but his boxer briefs.\nGrant made a huge mistake getting involved with a girl with venom in her veins. He'd known about Nan's reputation, but still he couldn't resist her. Nothing makes him regret the fling more than meeting Harlow, who sends his pulse racing. Yet Harlow wants nothing to do with a guy who could fall for her wicked half-sister&#8212;even if there are no strings between Grant and Nan. Grant is desperate to redeem himself in Harlow's eyes, but did he ruin his chances before he even met her?","288","25","2","2014","9781476756547","https://www.goodreads.com/book/show/18143908-take-a-chance","https://images.gr-assets.com/books/1389109651i/18143908.jpg","592","Take a Chance (Rosemary Beach, #7)","Take a Chance (Rosemary Beach, #7)","8.16","1059","6.75 x 13.41 x 2.23 inches","0.76","1.11","2","1","Abbi Glines","31","14"
"469382","eng","4","A superstar in urban lit, Essence bestselling author Danielle Santiago concludes her gripping Harlem trilogy with a sizzling, streetwise novel about an all-female drug cartel.\nTwenty-year-old Arnessa didn't grow up on the streets. But when her mentally ill mother abandons her and her older brother is murdered, Arnessa has no choice but to hustle just to keep herself and her little sister alive.\nKisa ""Kane"" Montega, on the other hand, has a wonderful marriage, two beautiful children, and lives in a stunning home on the outskirts of Charlotte. Her cousin, Kennedy, has spent two years away from the volatile music industry, focusing on her children and building a solid foundation with her rap star fiancE, Chaz. But in spite of their success, both Kane and Kennedy are gravitating back to their old ways and the game they thought they'd left behind. After a chance meeting, Arnessa goes from being a low-level dealer to partner in their cartel. But the bigger their empire gets, the more haters they have to contend with--and the more each one of them stands to lose.\nSexy, suspenseful, and unflinching, Danielle Santiago's Allure of the Game gives fans exactly what they've been hoping for--a deeply satisfying conclusion to an unforgettable trilogy, packed with insight into the mean streets she knows so well.","288","24","5","2011","9780743277624","https://www.goodreads.com/book/show/2775406-allure-of-the-game","https://images.gr-assets.com/books/1404632093i/2775406.jpg","460","Allure of the Game","Allure of the Game","94.97","1987","5.55 x 9.32 x 2.44 inches","0.71","2.5","2","1","Danielle Santiago","32","14"
"469384","eng","4","In 2011, Marie Clairemagazine published a profile of Janet Mock in which she stepped forward for the first time as a trans woman. Those twenty-three hundred words were life-altering for the People.com editor, turning her into an influential and outspoken public figure and a desperately needed voice for an often voiceless community. In these pages, she offers a bold and inspiring perspective on being young, multicultural, economically challenged, and transgender in America.\nWelcomed into the world as her parents' firstborn son, Mock decided early on that she would be her own person--no matter what. She struggled as the smart, determined child in a deeply loving yet ill-equipped family that lacked the money, education, and resources necessary to help her thrive. Mock navigated her way through her teen years without parental guidance, but luckily, with the support of a few close friends and mentors, she emerged much stronger, ready to take on--and maybe even change--the world.\nThis powerful memoir follows Mock's quest for identity, from an early, unwavering conviction about her gender to a turbulent adolescence in Honolulu that saw her transitioning during the tender years of high school, self-medicating with hormones at fifteen, and flying across the world alone for sex reassignment surgery at just eighteen. With unflinching honesty, Mock uses her own experience to impart vital insight about the unique challenges and vulnerabilities of trans youth and brave girls like herself.\nDespite the hurdles, Mock received a scholarship to college and moved to New York City, where she earned a master's degree, enjoyed the success of an enviable career, and told no one about her past. She remained deeply guarded until she fell for a man who called her the woman of his dreams. Love fortified her with the strength to finally tell her story, enabling her to embody the undeniable power of testimony and become a fierce advocate for a marginalized and misunderstood community. A profound statement of affirmation from a courageous woman, Redefining Realnessprovides a whole new outlook on what it means to be a woman today, and shows as never before how to be authentic, unapologetic, and wholly yourself.","263","2","12","2014","9781476709130","https://www.goodreads.com/book/show/22309868-redefining-realness","https://images.gr-assets.com/books/1417601997i/22309868.jpg","183","Redefining Realness: My Path to Womanhood, Identity, Love  So Much More","Redefining Realness: My Path to Womanhood, Identity, Love  So Much More","72.8","1131","7.49 x 10.94 x 1.07 inches","0.07","1.74","2","1","Janet Mock","33","22"
"469391","eng","3","That White Girlis a fresh and hard-edged novel chronicling a young woman's quest for self-discovery while straddling two worlds, that of her middle-class Irish Catholic upbringing and her new family -- the Crips, America's notorious street gang. \nWhat happens when a white girl flirts with the color lines and crosses the border into gang territory, where the bullets are in part real and the rules cannot be broken? JLove tells this incredible story inspired by her own remarkable life.\nAmber, a fearless white girl, has a passion for rap lyrics and an addiction to graffiti, but her journey begins when she becomes immersed in the power and grind of gang life after holding a gun to an innocent man's head during a robbery.\nThat White Girlis a sharp and candid coming-of-age story, with hip-hop as its backdrop, that explores a young woman's struggles and triumphs as she crosses boundaries, discovers her own limits, and finds a new way to express herself in a world divided into black and white.","311","21","8","2007","9780743287814","https://www.goodreads.com/book/show/1575006.That_White_Girl","https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","99","That White Girl: A Novel","That White Girl: A Novel","17.44","245","6.51 x 11.43 x 1.16 inches","0.05","2.13","2","1","JLove Calderon","34","40"
"469398","en-US","3","""The unsung hero of human history was, of course, the Brain of Drains, the Hub of Tubs, the Power of Showers, the Brewer of Sewers...the humble plumber."" -- W. Hodding Carter\nWhen we consider the amenities that really make a difference in our well-being, surely good plumbing must rank near the top. But rarely have we taken the time to appreciate the engineering marvels that bring clean water into our homes with the turn of a tap and the flip of a lever. Until now.\nWitty, anecdotal, and thoroughly entertaining, Flushedchronicles the long and notable history of plumbing, while following Hodding Carter's travels and travails around the most underappreciated pillar of civilization. It's a winning combination of history, science, and firsthand experience -- a book that will both entertain and educate those who have never contemplated the hidden intricacies of this miracle of everyday technology.","241","15","5","2007","9780743474092","https://www.goodreads.com/book/show/524534.Flushed","https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","219","Flushed: How the Plumber Saved Civilization","Flushed: How the Plumber Saved Civilization","48.64","847","5.95 x 14.6 x 1.23 inches","0.8","1.6","2","1","W. Hodding Carter IV","35","25"
"469408","eng","4","Luke Boone doesn't know exactly what his uncle Rust is involved in but he wants in on it-the cars, the money, the women. And it looks like he's finally getting his wish. When Rust hands him the managerial keys to the garage, they come with a second set--one that opens up the door to tons of cash and opportunity. Though it's not exactly legal, Luke's never been one to worry about that sort of thing. Especially when it puts him behind the wheel of a Porsche 911 and onto the radar of gorgeous socialite named Rain.\nClara Bertelli is at the top of her game--at only twenty-six years old, she's one of the most successful undercover officers in the Washington D.C. major crime unit, and she's just been handed a case that could catapult her career and expose one of the west coast's most notorious car theft rings. But, in order to do it, she'll need to go deep undercover as Rain Martines. Her target? The twenty-four-year old nephew of a key player who appears ready to follow in his uncle's footsteps.\nAs Clara drifts deeper into the luxurious lifestyle of Rain, and further into the arms of her very attractive and charming target, the lines between right and wrong start to blur, making her wonder if she'll be able to leave it all behind. Or if she'll even want to.","370","3","3","2015","9781476774206","https://www.goodreads.com/book/show/22609610-becoming-rain","https://images.gr-assets.com/books/1416009776i/22609610.jpg","4083","Becoming Rain (Burying Water, #2)","Becoming Rain (Burying Water, #2)","99.82","736","8.28 x 10.59 x 2.03 inches","0.09","1.04","2","1","K.A. Tucker","36","40"
"469417","eng","3","A brilliantly written, funny, honest, inspiring, and downright astonishing report from the line where death meets life which will surely take its place in the annals of classic adventure stories.\nOne of the most extraordinary survival stories ever told -- Aron Ralston's searing account of his six days trapped in one of the most remote spots in America, and how one inspired act of bravery brought him home.\nIt started out as a simple hike in the Utah canyonlands on a warm Saturday afternoon. For Aron Ralston, a twenty-seven-year-old mountaineer and outdoorsman, a walk into the remote Blue John Canyon was a chance to get a break from a winter of solo climbing Colorado's highest and toughest peaks. He'd earned this weekend vacation, and though he met two charming women along the way, by early afternoon he finally found himself in his element: alone, with just the beauty of the natural world all around him.\nIt was 2:41 P.M. Eight miles from his truck, in a deep and narrow slot canyon, Aron was climbing down off a wedged boulder when the rock suddenly, and terrifyingly, came loose. Before he could get out of the way, the falling stone pinned his right hand and wrist against the canyon wall.\nAnd so began six days of hell for Aron Ralston. With scant water and little food, no jacket for the painfully cold nights, and the terrible knowledge that he'd told no one where he was headed, he found himself facing a lingering death -- trapped by an 800-pound boulder 100 feet down in the bottom of a canyon. As he eliminated his escape options one by one through the days, Aron faced the full horror of his predicament: By the time any possible search and rescue effort would begin, he'd most probably have died of dehydration, if a flash flood didn't drown him before that.\nWhat does one do in the face of almost certain death? Using the video camera from his pack, Aron began recording his grateful good-byes to his family and friends all over the country, thinking back over a life filled with adventure, and documenting a last will and testament with the hope that someone would find it. (For their part, his family and friends had instigated a major search for Aron, the amazing details of which are also documented here for the first time.) The knowledge of their love kept Aron Ralston alive, until a divine inspiration on Thursday morning solved the riddle of the boulder. Aron then committed the most extreme act imaginable to save himself.\nBetween a Rock and a Hard Place -- a brilliantly written, funny, honest, inspiring, and downright astonishing report from the line where death meets life -- will surely take its place in the annals of classic adventure stories.","368","30","8","2005","9780743492829","https://www.goodreads.com/book/show/166562.Between_a_Rock_and_a_Hard_Place","https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","14484","Between a Rock and a Hard Place","Between a Rock and a Hard Place","56.07","1114","7.47 x 10.5 x 0.94 inches","0.06","1.81","2","1","Aron Ralston","37","12"
"469424","eng","2","The path to happiness is littered with ex-boyfriends, confusing career choices, and lingering insecurities for an ambitious young woman in this touching, romantic debut.\nThe path to happiness is littered with ex-boyfriends, confusing career choices, and lingering insecurities for an ambitious young woman in this touching, romantic debut. \nBefore leaving for London on an ill-fated business trip, Jules Sinclair had the kind of argument with her beau Marcus where many terrible things were said. Some were said only to hurt the other person, others were heat-of-the-moment slips of the tongue that could never be taken back. All were guaranteed relationship enders. Now that she has arrived back in L.A. and is headed toward the home she shares with Marcus in Beverly Hills, the only thing London has cleared up for Jules is that she does not want out of the relationship. But how does she get back in? Even if she knew the magic words to repair all of the harm, will Marcus even be there to hear them when she puts her key in the door?\nIt's the perfect storm that only Jules could have created for herself. Maybe in figuring out how she got into this mess, she can save whatever is left of her future with Marcus.\nFilled with tender moments and strong, relatable characters, Waiting for Julesis a charming tale about the necessity of mending the past while on the road to happily ever after.","400","6","8","2013","9781451698510","https://www.goodreads.com/book/show/16130616-waiting-for-jules","https://images.gr-assets.com/books/1376783565i/16130616.jpg","35","Waiting for Jules","Waiting for Jules","6.03","1991","6.43 x 7.32 x 1.46 inches","0.17","1.45","2","1","Tamara N. Houston","38","4"
"469434","eng","3","""Michel Faber leads us back to 1870s London, where Sugar, a nineteen-year-old whore in the brothel of the terrifying Mrs. Castaway, yearns for escape into a better life. Her ascent through the strata of Victorian Society offers us intimacy with a host of lovable, maddening, unforgettable characters."" They begin with William Rackham, an egotistical perfume magnate whose ambition is fueled by his lust for Sugar, and whose patronage of her brings her into proximity to his extended family and milieu: his unhinged, child-like wife, Agnes; his mysteriously hidden-away daughter, Sophie; and his pious brother Henry, foiled in his devotional calling by a persistently less-than-chaste love for the Widow Fox, whose efforts on behalf of The Rescue Society lead Henry into ever-more disturbing confrontations with flesh.","838","16","9","2002","9780151006922","https://www.goodreads.com/book/show/780911.The_Crimson_Petal_and_the_White","https://images.gr-assets.com/books/1408450862i/780911.jpg","681","The Crimson Petal and the White","The Crimson Petal and the White","69.57","493","8.17 x 10.9 x 1.7 inches","0.15","0.61","1","3","Michel Faber","40","9"
"469436","eng","4","""A fascinating new perspective on modern finance,"" --Oliver Hart, 2016 Nobel Laureate in Economics\n""Lucid, witty and delightfully erudite...From the French revolution to film noir, from the history of probability to Jane Austen and The Simpsons, this is an astonishing intellectual feast."" --Sebastian Mallaby, author of The Man Who Knew: The Life and Times of Alan Greenspan\nIn 1688, essayist Josef de la Vega described finance as both ""the fairest and most deceitful business . . . the noblest and the most infamous in the world, the finest and most vulgar on earth.""\nThe characterization of finance as deceitful, infamous, and vulgar still rings true today - particularly in the wake of the 2008 financial crisis. But, what happened to the fairest, noblest, and finest profession that de la Vega saw?\nDe la Vega hit on an essential truth that has been forgotten: finance can be just as principled, life-affirming, and worthyas it can be fraught with questionable practices. Today, finance is shrouded in mystery for outsiders, while many insiders are uneasy with the disrepute of their profession. How can finance become more accessible and also recover its nobility?\nHarvard Business School professor Mihir Desai, in his ""last lecture"" to the graduating Harvard MBA class of 2015, took up the cause of restoring humanity to finance. With incisive wit and irony, his lecture drew upon a rich knowledge of literature, film, history, and philosophy to explain the inner workings of finance in a manner that has never been seen before.\nThis book captures Desai's lucid exploration of the ideas of finance as seen through the unusual prism of the humanities. Through this novel, creative approach, Desai shows that outsiders can access the underlying ideas easily and insiders can reacquaint themselves with the core humanity of their profession.\nThe mix of finance and the humanities creates unusual pairings: Jane Austen and Anthony Trollope are guides to risk management; Jeff Koons becomes an advocate of leverage; and Mel Brooks's The Producersteaches us about fiduciary responsibility. In Desai's vision, the principles of finance also provide answers to critical questions in our lives. Among many surprising parallels, bankruptcy teaches us how to react to failure, the lessons of mergers apply to marriages, and the Capital Asset Pricing Model demonstrates the true value of relationships.\nTHE WISDOM OF FINANCE is a wholly unique book, offering a refreshing new perspective on one of the world's most complex and misunderstood professions.","223","23","5","2017","9780544911130","https://www.goodreads.com/book/show/30971680-the-wisdom-of-finance","https://images.gr-assets.com/books/1475307109i/30971680.jpg","179","The Wisdom of Finance: Discovering Humanity in the World of Risk and Return","The Wisdom of Finance: Discovering Humanity in the World of Risk and Return","44.18","607","5.28 x 10.93 x 1.37 inches","0.2","1.31","1","3","Mihir Desai","41","18"
"469445","en-US","3","The Door, Margaret Atwood's first book of poetry since her award-winning Morning in the Burned House, is a magnificent achievement. These fifty lucid, urgent poems range in tone from lyric to ironic to meditative to prophetic, and in subject from the personal to the political, viewed in its broadest sense. They investigate the mysterious writing of poetry itself, as well as the passage of time and our shared sense of mortality.\nBrave and compassionate, The Door interrogates the certainties that we build our lives on, and reminds us once again of Margaret Atwood's unique accomplishments as one of the finest and most celebrated writers of our time.","120","7","11","2007","9780618942725","https://www.goodreads.com/book/show/1233859.The_Door","https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","814","The Door","The Door","47.5","408","5.39 x 13.84 x 1.15 inches","0.27","2.81","1","3","Margaret Atwood","42","14"
